Prerequisites,Concurrent Enrollment,Major,Course Name,Course Details,Credits,Repeatable
,False,Special Education (EDSP),EDSP 4660,Pract Mild/Mod Elem,3,False
,False,Special Education (EDSP),EDSP 4670,Pract Mild/Mod Sec,3,False
,False,Special Education (EDSP),EDSP 4850,Student Teaching: Elementary Inclusive Classroom,10,False
,False,Special Education (EDSP),EDSP 4980,Independent Study,3,True
,False,"Speech, Language and Hearing Sciences (SLHS)",SLHS 1000,"Introduction to Speech, Language & Hearing Sciences",3,False
,False,"Speech, Language and Hearing Sciences (SLHS)",SLHS 1420,Deaf Culture and Sign Language,3,False
,False,"Speech, Language and Hearing Sciences (SLHS)",SLHS 2000,Phonetics,2,False
,False,"Speech, Language and Hearing Sciences (SLHS)",SLHS 2200,Anatomy and Physiology of the Speech Mechanism,3,False
,False,"Speech, Language and Hearing Sciences (SLHS)",SLHS 2400,Foundations of Language,3,False
"SLHS 2000, SLHS 2400",True,"Speech, Language and Hearing Sciences (SLHS)",SLHS 3000,Cultural Linguistic Diversity,3,False
,False,"Speech, Language and Hearing Sciences (SLHS)",SLHS 3200,Speech & Hearing Science,3,False
"SLHS 2000, SLHS 2400",True,"Speech, Language and Hearing Sciences (SLHS)",SLHS 3700,Speech and Language Development,3,False
,False,"Speech, Language and Hearing Sciences (SLHS)",SLHS 4050,Research Seminar,1,False
,False,"Speech, Language and Hearing Sciences (SLHS)",SLHS 4060,Research Practicum,1,True
SLHS 3700,False,"Speech, Language and Hearing Sciences (SLHS)",SLHS 4150,Survey of Speech & Language Disorders,3,False
,False,"Speech, Language and Hearing Sciences (SLHS)",SLHS 4200,Audiology: Basic Audiometry,3,False
CORE 1500,False,"Speech, Language and Hearing Sciences (SLHS)",SLHS 4300,Clinical Methods,3,False
,False,"Speech, Language and Hearing Sciences (SLHS)",SLHS 4350,Professional Writing & Documentation for the SLP and AuD,1,False
,False,"Speech, Language and Hearing Sciences (SLHS)",SLHS 4400,Aural Rehabilitation,3,False
,False,"Speech, Language and Hearing Sciences (SLHS)",SLHS 4500,Neurological Basis of Communication,3,False
,False,"Speech, Language and Hearing Sciences (SLHS)",SLHS 4600,Advanced Audiology,2,False
"CORE 1000, CORE 1500",True,"Speech, Language and Hearing Sciences (SLHS)",SLHS 4650,Counseling,2,False
SLHS 4300,False,"Speech, Language and Hearing Sciences (SLHS)",SLHS 4700,Clinical Practicum,1,True
,False,"Speech, Language and Hearing Sciences (SLHS)",SLHS 4750,Neurobases of Communication,3,False
,False,"Speech, Language and Hearing Sciences (SLHS)",SLHS 4800,Senior Seminar,2,False
"SLHS 2000, SLHS 4300",False,"Speech, Language and Hearing Sciences (SLHS)",SLHS 4900,Speech Sound Disorders Assessment & Treatment,2,False
,False,Spirituality (SPR),SPR 1500,"Ecospirituality: Sacred Earth, Common Home",3,False
,False,Spirituality (SPR),SPR 3610,Spirituality: Work & Vocation,3,False
,False,Spirituality (SPR),SPR 3930,Special Topics,3,True
,False,Spirituality (SPR),SPR 3980,Independent Study,3,True
,False,Spirituality (SPR),SPR 4810,"Spirituality, Peace & Justice",3,False
,False,Spirituality (SPR),SPR 4930,Special Topics,3,True
,False,Spirituality (SPR),SPR 4980,Independent Study,3,True
"MATH 0260, MATH 1200, MATH 1400, MATH 1320, MATH 1510, MATH 0265",False,Statistics (STAT),STAT 1100,Introduction to Statistics,3,False
MATH 1200,False,Statistics (STAT),STAT 1260,Statistics Including Sports and Politics,3,False
MATH 1200,False,Statistics (STAT),STAT 1300,Elementary Statistics with Computers,3,False
,False,Statistics (STAT),STAT 1930,Special Topics,3,False
STAT 1300,False,Statistics (STAT),STAT 2300,Intermediate Statistics,3,False
MATH 1520,False,Statistics (STAT),STAT 3850,Foundation of Statistics,3,False
,False,Statistics (STAT),STAT 3910,Internship,6,True
,False,Statistics (STAT),STAT 3930,Special Topics,3,True
,False,Statistics (STAT),STAT 3980,Independent Study,3,True
"MATH 3850, STAT 3850, MATH 2530, MATH 1660, MATH 2660",False,Statistics (STAT),STAT 4800,Probability Theory,3,False
"STAT 3850, MATH 3850",False,Statistics (STAT),STAT 4840,Time Series,3,False
"MATH 4800, STAT 4800",False,Statistics (STAT),STAT 4850,Mathematical Statistics,3,False
"MATH 3850, STAT 3850, MATH 3110, MATH 3120",False,Statistics (STAT),STAT 4870,Applied Regression,3,False
MATH 3850,False,Statistics (STAT),STAT 4880,Bayesian Statistics and Statistical Computing,3,False
,False,Statistics (STAT),STAT 4910,Internship,6,True
,False,Statistics (STAT),STAT 4930,Special Topics,3,True
,False,Statistics (STAT),STAT 4980,Independent Study,3,True
,False,Surgery (S),S 0111,Outpatient Management of Peripheral Vascular Disease,6,False
,False,Surgery (S),S 0112,Outpatient Management of Complex Wounds,6,False
,False,Surgery (S),S 0119, Humanism in the Care of Patients with Cancer,12,True
,False,Surgery (S),S 0121,Introduction to Surgery,3,True
,False,Surgery (S),S 0301,Surgery Clerkship,8,True
,False,Surgery (S),S 0302,Surgery Career Exploration,2,True
,False,Surgery (S),S 0304,Surgery - Urology @ Saint Louis University Hospital,4,True
,False,Surgery (S),S 0305,Advanced Plastic Surgery,4,True
,False,Surgery (S),S 0306,Facial Plastic and Cosmetic Surgery Center,4,True
,False,Surgery (S),S 0307,Mercy Clinic Surgical Specialists,4,True
,False,Surgery (S),S 0308,Mercy Clinic Vascular Specialists,4,True
,False,Surgery (S),S 0309,Pediatric General Surgery @ Cardinal Glennon Children's Hospital,4,True
,False,Surgery (S),S 0310,Pediatric Plastic Surgery @ Cardinal Glennon Children's Hospital,4,True
,False,Surgery (S),S 0311,Mercy South Surgery Specialists,4,True
,False,Surgery (S),S 0312,"Colorectal Specialists, PC",4,True
,False,Surgery (S),S 0416,Advanced Suturing Techniques,12,False
,False,Surgery (S),S 0417,Breast Surgical Oncology at Saint Louis University Hospital,12,False
,False,Surgery (S),S 0418,Pediatric Urology,12,True
,False,Surgery (S),S 0420,Vascular Surgery,12,False
,False,Surgery (S),S 0421,Urology,12,False
,False,Surgery (S),S 0422,Plastic Surgery,12,False
,False,Surgery (S),S 0423,Pediatric Cardiac Surgery,12,False
,False,Surgery (S),S 0424,Thoracic Surgery,12,False
,False,Surgery (S),S 0426,Women in Surgery,12,False
,False,Surgery (S),S 0427,Outpatient Evaluation of Peripheral Arterial Disease,12,False
,False,Surgery (S),S 0428,Transplantation Surgery,12,False
,False,Surgery (S),S 0430,Colorectal Surgery,12,False
,False,Surgery (S),S 0433,Surgical Educator and Researcher,12,True
,False,Surgery (S),S 0434,General/Vascular Surgery at St. Mary's,12,False
,False,Surgery (S),S 0435,Pediatric General Surgery,12,False
,False,Surgery (S),S 0436,Mercy Acute Care Surgery,4,True
,False,Surgery (S),S 0437,General Surgery Mentorship,4,True
,False,Surgery (S),S 0438,Adult Cardiac Surgery,4,False
,False,Surgery (S),S 0499,Surgery Student Chief,12,False
,False,Surgery (S),S 0501,Acting Internship: Trauma-Surgical Critical Care at Saint Louis University Hospital,4,True
,False,Surgery (S),S 0502,Acting Internship: Burn Surgery at Mercy Medical Center,4,True
,False,Surgery (S),S 0503,Acting Internship: Surgical ICU at John Cochran VA Medical Center,12,True
,False,Surgery (S),S 0504,Acting Internship: Acute Care Surgery,12,True
,False,Surgery (S),S 0505,Acting Internship: Surgical Critical Care at Saint Louis University Hospital,12,True
,False,Surgery (S),S 0506,Acting Internship: Urology,12,True
,False,Surgery (S),S 0507,Acting Internship: Surgical Oncology,4,True
,False,Surgery (S),S 0508,Vascular Surgery,4,False
,False,Surgery (S),S 0509,Plastic Surgery- SLU Hospital,4,False
,False,Surgery (S),S 0901,Surgery Direct Patient Care,12,True
,False,Surgery (S),S 0903,Surgery Research,12,True
,False,Theatre (THR),THR 1000,Approaching the Arts: Theatre,3,False
,False,Theatre (THR),THR 1010,Introduction to Performing Arts,3,False
,False,Theatre (THR),THR 1500,Introduction to Theatre,3,False
,False,Theatre (THR),THR 1930,Special Topics,3,True
,False,Theatre (THR),THR 1980,Independent Study,3,True
,False,Theatre (THR),THR 2200,Survey of Theatre Design,3,False
,False,Theatre (THR),THR 2300,Global East Asian Performance,3,False
,False,Theatre (THR),THR 2500,Costume Construction,3,False
,False,Theatre (THR),THR 2510,Acting I: Fundamentals,3,False
,False,Theatre (THR),THR 2515,History of Theatre and Dance,3,False
,False,Theatre (THR),THR 2520,Stagecraft,3,False
,False,Theatre (THR),THR 2530,Acting II: Rehearsal & Performance,3,False
,False,Theatre (THR),THR 2540,Voice & Diction,3,False
,False,Theatre (THR),THR 2560,Movement for the Theatre,3,False
,False,Theatre (THR),THR 2580,Make-Up for the Stage,3,False
,False,Theatre (THR),THR 2610,Theatre Management,3,False
,False,Theatre (THR),THR 2700,Exploring U.S. Diversity in Theatre,3,False
,False,Theatre (THR),THR 2930,Special Topics,3,True
,False,Theatre (THR),THR 2980,Independent Study,3,True
THR 1500,False,Theatre (THR),THR 3500,Playscript Analysis,3,False
,False,Theatre (THR),THR 3510,Musical Theatre Performance,3,False
"THR 2510, THR 2530, THR 2540",False,Theatre (THR),THR 3520,Advanced Acting: Auditioning,3,False
,False,Theatre (THR),THR 3545,Lighting and Sound Design,3,False
,False,Theatre (THR),THR 3550,Theatre Practicum,0,True
,False,Theatre (THR),THR 3560,Theatre Workshop,6,False
,False,Theatre (THR),THR 3600,Professional Theatre: Career Preparation,3,False
THR 1500,False,Theatre (THR),THR 3610,Theatre Management Advanced Studies,3,False
THR 1500,False,Theatre (THR),THR 3620,Stage Management,3,False
THR 3500,True,Theatre (THR),THR 3700,Directing I: Theories & Method,3,False
,False,Theatre (THR),THR 3910,Internship,6,True
,False,Theatre (THR),THR 3930,Special Topics,3,True
,False,Theatre (THR),THR 3980,Independent Study,3,True
,False,Theatre (THR),THR 4505,Costume and Scene Design,3,False
,False,Theatre (THR),THR 4515,History of Theatre and Dance Advanced Studies,3,False
"THR 2510, THR 2530",False,Theatre (THR),THR 4570,Advanced Acting: Scene Study,9,False
,False,Theatre (THR),THR 4590,Advanced Acting: Period Styles,3,False
THR 2510,False,Theatre (THR),THR 4620,Advanced Acting for the Camera,3,False
THR 3700,False,Theatre (THR),THR 4700,Directing II,3,False
,False,Theatre (THR),THR 4910,Professional Internship,6,True
,False,Theatre (THR),THR 4930,Special Topics,4,True
,False,Theatre (THR),THR 4980,Advanced Independent Study,6,True
CORE 1500,True,Theological Studies (THEO),THEO 1600,God-Talk,3,False
CORE 1500,True,Theological Studies (THEO),THEO 1657,Dispute the Truth: Engaging Ultimate Questions in the Christian Tradition,3,False
CORE 1500,True,Theological Studies (THEO),THEO 1659,Close Textual Readings: Theology Slowed Down,3,False
,False,Theological Studies (THEO),THEO 1980,Independent Study,3,True
THEO 1600,False,Theological Studies (THEO),THEO 2110,Introduction to the Old Testament,3,False
THEO 1600,False,Theological Studies (THEO),THEO 2210,Introduction to the New Testament,3,False
THEO 1600,False,Theological Studies (THEO),THEO 2310,History of Christianity:  The First 2000 Years,3,False
THEO 1600,False,Theological Studies (THEO),THEO 2320,Seeking God and Building Faith in the Middle Ages,3,False
,False,Theological Studies (THEO),THEO 2330,Christian Church Since 1500,3,False
THEO 1600,False,Theological Studies (THEO),THEO 2333,Race and Religion in America: The Search for Identity,3,False
THEO 1600,False,Theological Studies (THEO),THEO 2350,American Christianity,3,False
THEO 1600,False,Theological Studies (THEO),THEO 2410,Making Christianity Credible,3,False
THEO 1600,False,Theological Studies (THEO),THEO 2415,The Church: Yesterday & Today,3,False
,False,Theological Studies (THEO),THEO 2425,God in Human Experience,3,False
THEO 1600,False,Theological Studies (THEO),THEO 2430,Jesus and Salvation,3,False
THEO 1600,False,Theological Studies (THEO),THEO 2510,Christian Ethics,3,False
,False,Theological Studies (THEO),THEO 2515,Social Justice,3,False
THEO 1600,False,Theological Studies (THEO),THEO 2520,Comparative Religious Ethics,3,False
THEO 1600,False,Theological Studies (THEO),THEO 2530,Social Injustice/Social Gospel,3,False
THEO 1600,False,Theological Studies (THEO),THEO 2535,"Sports, Spirituality and Social Justice",3,False
THEO 1600,False,Theological Studies (THEO),THEO 2610,The Christian Sacraments,3,False
THEO 1600,False,Theological Studies (THEO),THEO 2700,Arch City Religion: Religious Life and Practice in St. Louis,3,False
,False,Theological Studies (THEO),THEO 2710,Religions of the World,3,False
THEO 1600,False,Theological Studies (THEO),THEO 2715,"Jerusalem: Three Faiths, One City",3,False
THEO 1600,False,Theological Studies (THEO),THEO 2717,"Muslims, Christians, and Jews in Medieval Spain",3,False
THEO 1600,False,Theological Studies (THEO),THEO 2725,The Qur'an and the Bible,3,False
,False,Theological Studies (THEO),THEO 2730,Stranger Things: Peoples and Places through Religious Travelers' Eyes,3,False
THEO 1600,False,Theological Studies (THEO),THEO 2755,"Islam: Religion, Culture, and Society",3,False
THEO 1600,False,Theological Studies (THEO),THEO 2815,Psychology and the Soul,3,False
,False,Theological Studies (THEO),THEO 2820,Religion and Science,3,False
THEO 1600,False,Theological Studies (THEO),THEO 2840,Christianity and Literature,3,False
,False,Theological Studies (THEO),THEO 2900,Love and the Human Condition,3,False
THEO 1600,False,Theological Studies (THEO),THEO 2905,Death and Suffering,3,False
,False,Theological Studies (THEO),THEO 2930,Special Topics,3,True
,False,Theological Studies (THEO),THEO 2980,Independent Study,3,True
,False,Theological Studies (THEO),THEO 3110,Pentateuch,3,False
,False,Theological Studies (THEO),THEO 3115,Biblical Prophets: Voices of Conscience and Social Justice,3,False
THEO 1600,False,Theological Studies (THEO),THEO 3130,Ancient Israel and the Near East,3,False
,False,Theological Studies (THEO),THEO 3210,"One Jesus, Four Portraits: The Gospels",3,False
,False,Theological Studies (THEO),THEO 3220,Archaeology and the Bible,3,False
,False,Theological Studies (THEO),THEO 3310,Rise of Christianity,3,False
,False,Theological Studies (THEO),THEO 3325,The Reformations of the 16th Century,3,False
,False,Theological Studies (THEO),THEO 3335,Christians In Middle East,3,False
,False,Theological Studies (THEO),THEO 3345,The Life and Theology of Augustine of Hippo,3,False
THEO 1600,False,Theological Studies (THEO),THEO 3350,Justice and Peace: The Legal Imagination in Christianity,3,False
,False,Theological Studies (THEO),THEO 3365,Teachers in Early Christianity,3,False
,False,Theological Studies (THEO),THEO 3370,Teachers in Medieval Christianity,3,False
,False,Theological Studies (THEO),THEO 3375,Women in the Bible,3,False
,False,Theological Studies (THEO),THEO 3410,Christianity and Atheism: A History of Disbelief,3,False
,False,Theological Studies (THEO),THEO 3415,Christ and Color: Liberation Theology,3,False
,False,Theological Studies (THEO),THEO 3420,Women and God: Feminist Theology,3,False
THEO 1600,False,Theological Studies (THEO),THEO 3425,The Invisible Institution: African American Religion and the Rise of Black Theology,3,False
THEO 1600,False,Theological Studies (THEO),THEO 3430,Teachings in the Christian Tradition: God and Christ,3,False
THEO 1600,False,Theological Studies (THEO),THEO 3435,Teachings in the Christian Tradition: Church and World,3,False
,False,Theological Studies (THEO),THEO 3510,Faith and Politics,3,False
,False,Theological Studies (THEO),THEO 3525,Green Discipleship: Theology & Ecology,3,False
THEO 1600,False,Theological Studies (THEO),THEO 3533,Liberation and Freedom: An Introduction to Black and Womanist Theologies,3,False
,False,Theological Studies (THEO),THEO 3535,"Sex, Gender and Christian Ethics",3,False
THEO 1600,False,Theological Studies (THEO),THEO 3540,Incarceration and Incarnation: Prisons and Christian Ethics,3,False
,False,Theological Studies (THEO),THEO 3560,A Post Human Future? The Ethics of Technology,3,False
,False,Theological Studies (THEO),THEO 3710,Arts of Hinduism and Buddhism,3,False
,False,Theological Studies (THEO),THEO 3720,"Intuition, Spontaneity, and Flow: Daoism in Comparative Context",3,False
,False,Theological Studies (THEO),THEO 3730,Jewish Life: Bible to Middle Ages,3,False
,False,Theological Studies (THEO),THEO 3735,Jewish Life: Middle Ages to Modern Times,3,False
THEO 1600,False,Theological Studies (THEO),THEO 3750,Creativity and Constraint: The Legal Imagination in Judaism,3,False
THEO 1600,False,Theological Studies (THEO),THEO 3755,"Advanced Studies in Islam: Religion, Culture, and Society",3,False
"CORE 1000, CORE 1500",True,Theological Studies (THEO),THEO 3815,Psychology and the Soul,3,False
THEO 1600,False,Theological Studies (THEO),THEO 3850,Theology and the Visual Arts,3,False
,False,Theological Studies (THEO),THEO 3900,Seeking God: A History,3,False
,False,Theological Studies (THEO),THEO 3905,Marriage & Christian Vocation,3,False
,False,Theological Studies (THEO),THEO 3910,Internship,6,True
